dates,Direct NI,Diffuse NI,Reflected,Global NI,Direct Horiz,Diffus Horiz,Global Horiz,Top of atmosphere
2005-03-03 18:00:00,0,3,0,3,0,1,1,0
2005-03-03 19:00:00,0,0,0,0,0,0,0,0
2005-03-03 20:00:00,0,0,0,0,0,0,0,0
2005-03-03 21:00:00,0,0,0,0,0,0,0,0
2005-03-03 22:00:00,0,0,0,0,0,0,0,0
2005-03-03 23:00:00,0,0,0,0,0,0,0,0
2005-03-04 00:00:00,0,0,0,0,0,0,0,0
2005-03-04 01:00:00,0,0,0,0,0,0,0,0
2005-03-04 02:00:00,0,0,0,0,0,0,0,0
2005-03-04 03:00:00,0,0,0,0,0,0,0,0
2005-03-04 04:00:00,0,0,0,0,0,0,0,0
2005-03-04 05:00:00,0,0,0,0,0,0,0,0
2005-03-04 06:00:00,8,12,2,22,1,19,20,182
2005-03-04 07:00:00,78,86,10,174,35,101,136,530
2005-03-04 08:00:00,443,233,24,700,259,206,465,841
2005-03-04 09:00:00,540,283,19,841,429,260,689,1095
2005-03-04 10:00:00,908,185,11,1103,834,172,1007,1275
2005-03-04 11:00:00,1051,120,2,1174,1035,118,1153,1368
2005-03-04 12:00:00,1057,117,2,1177,1040,115,1156,1368
2005-03-04 13:00:00,1025,135,11,1172,941,125,1066,1275
2005-03-04 14:00:00,839,198,23,1059,663,167,830,1095
2005-03-04 15:00:00,772,187,31,989,469,136,605,841
2005-03-04 16:00:00,609,150,26,785,235,91,326,530
2005-03-04 17:00:00,214,57,8,279,40,36,76,182
2005-03-04 18:00:00,0,3,0,3,0,1,1,0
2005-03-04 19:00:00,0,0,0,0,0,0,0,0
2005-03-04 20:00:00,0,0,0,0,0,0,0,0
2005-03-04 21:00:00,0,0,0,0,0,0,0,0
2005-03-04 22:00:00,0,0,0,0,0,0,0,0
2005-03-04 23:00:00,0,0,0,0,0,0,0,0
2005-03-05 00:00:00,0,0,0,0,0,0,0,0
2005-03-05 01:00:00,0,0,0,0,0,0,0,0
2005-03-05 02:00:00,0,0,0,0,0,0,0,0
2005-03-05 03:00:00,0,0,0,0,0,0,0,0
2005-03-05 04:00:00,0,0,0,0,0,0,0,0
2005-03-05 05:00:00,0,0,0,0,0,0,0,0
2005-03-05 06:00:00,27,22,4,53,5,31,36,182
2005-03-05 07:00:00,378,128,20,527,162,102,264,530
2005-03-05 08:00:00,709,203,29,941,424,154,578,841
2005-03-05 09:00:00,514,285,18,817,410,266,676,1095
2005-03-05 10:00:00,556,319,9,884,508,308,815,1275
2005-03-05 11:00:00,376,387,2,765,369,385,755,1368
2005-03-05 12:00:00,227,425,1,653,223,426,649,1368
2005-03-05 13:00:00,159,385,6,549,145,391,536,1275
2005-03-05 14:00:00,364,318,16,699,283,307,590,1095
2005-03-05 15:00:00,403,242,23,668,245,216,462,841
2005-03-05 16:00:00,568,155,25,748,214,99,313,530
2005-03-05 17:00:00,203,56,8,267,38,36,74,182
2005-03-05 18:00:00,0,3,0,3,0,1,1,0
2005-03-05 19:00:00,0,0,0,0,0,0,0,0
2005-03-05 20:00:00,0,0,0,0,0,0,0,0
2005-03-05 21:00:00,0,0,0,0,0,0,0,0
2005-03-05 22:00:00,0,0,0,0,0,0,0,0
2005-03-05 23:00:00,0,0,0,0,0,0,0,0
2005-03-06 00:00:00,0,0,0,0,0,0,0,0
2005-03-06 01:00:00,0,0,0,0,0,0,0,0
2005-03-06 02:00:00,0,0,0,0,0,0,0,0
2005-03-06 03:00:00,0,0,0,0,0,0,0,0
2005-03-06 04:00:00,0,0,0,0,0,0,0,0
2005-03-06 05:00:00,0,0,0,0,0,0,0,0
2005-03-06 06:00:00,18,19,3,40,3,27,30,182
2005-03-06 07:00:00,38,73,9,119,15,96,110,530
2005-03-06 08:00:00,78,183,13,273,46,210,256,841
2005-03-06 09:00:00,102,293,11,406,81,314,395,1096
2005-03-06 10:00:00,91,359,5,454,83,369,452,1275
2005-03-06 11:00:00,70,381,1,452,69,383,453,1369
2005-03-06 12:00:00,172,420,1,594,169,421,590,1369
2005-03-06 13:00:00,723,259,10,991,660,246,906,1275
2005-03-06 14:00:00,759,224,21,1004,602,193,795,1096
2005-03-06 15:00:00,586,224,27,837,349,181,530,841
2005-03-06 16:00:00,580,150,25,755,227,93,320,530
2005-03-06 17:00:00,172,53,7,232,32,37,69,182
2005-03-06 18:00:00,0,3,0,3,0,1,1,0
2005-03-06 19:00:00,0,0,0,0,0,0,0,0
2005-03-06 20:00:00,0,0,0,0,0,0,0,0
2005-03-06 21:00:00,0,0,0,0,0,0,0,0
2005-03-06 22:00:00,0,0,0,0,0,0,0,0
2005-03-06 23:00:00,0,0,0,0,0,0,0,0
2005-03-07 00:00:00,0,0,0,0,0,0,0,0
2005-03-07 01:00:00,0,0,0,0,0,0,0,0
2005-03-07 02:00:00,0,0,0,0,0,0,0,0
2005-03-07 03:00:00,0,0,0,0,0,0,0,0
2005-03-07 04:00:00,0,0,0,0,0,0,0,0
2005-03-07 05:00:00,0,0,0,0,0,0,0,0
2005-03-07 06:00:00,58,32,5,95,11,37,47,182
2005-03-07 07:00:00,248,135,17,400,98,124,222,529
2005-03-07 08:00:00,579,222,27,828,356,179,535,841
2005-03-07 09:00:00,158,305,12,475,122,319,440,1096
2005-03-07 10:00:00,142,374,5,521,132,382,514,1276
2005-03-07 11:00:00,319,409,1,729,314,408,722,1369
2005-03-07 12:00:00,67,356,1,423,67,358,424,1369
2005-03-07 13:00:00,135,359,6,499,121,365,486,1276
2005-03-07 14:00:00,245,322,14,580,195,326,521,1096
2005-03-07 15:00:00,347,242,22,611,205,225,430,841
2005-03-07 16:00:00,441,156,22,618,170,112,282,529
2005-03-07 17:00:00,147,49,7,203,28,38,65,182
2005-03-07 18:00:00,0,2,0,2,0,0,0,0
2005-03-07 19:00:00,0,0,0,0,0,0,0,0
2005-03-07 20:00:00,0,0,0,0,0,0,0,0
2005-03-07 21:00:00,0,0,0,0,0,0,0,0
2005-03-07 22:00:00,0,0,0,0,0,0,0,0
2005-03-07 23:00:00,0,0,0,0,0,0,0,0
2005-03-08 00:00:00,0,0,0,0,0,0,0,0
2005-03-08 01:00:00,0,0,0,0,0,0,0,0
2005-03-08 02:00:00,0,0,0,0,0,0,0,0
2005-03-08 03:00:00,0,0,0,0,0,0,0,0
2005-03-08 04:00:00,0,0,0,0,0,0,0,0
2005-03-08 05:00:00,0,0,0,0,0,0,0,0
2005-03-08 06:00:00,133,47,7,187,25,38,63,182
2005-03-08 07:00:00,479,153,23,654,188,106,293,529
2005-03-08 08:00:00,312,230,21,563,182,222,404,841
2005-03-08 09:00:00,808,195,22,1025,648,171,819,1096
2005-03-08 10:00:00,1041,128,11,1179,957,118,1075,1275
2005-03-08 11:00:00,1033,128,2,1163,1019,126,1145,1369
2005-03-08 12:00:00,993,146,2,1141,980,144,1124,1369
2005-03-08 13:00:00,747,250,10,1007,687,237,924,1275
2005-03-08 14:00:00,838,199,22,1059,662,168,830,1096
2005-03-08 15:00:00,757,192,30,979,458,141,599,841
2005-03-08 16:00:00,270,132,17,419,106,117,224,529
2005-03-08 17:00:00,92,40,6,137,17,38,55,182
2005-03-08 18:00:00,0,1,0,1,0,0,0,0
2005-03-08 19:00:00,0,0,0,0,0,0,0,0
2005-03-08 20:00:00,0,0,0,0,0,0,0,0
2005-03-08 21:00:00,0,0,0,0,0,0,0,0
2005-03-08 22:00:00,0,0,0,0,0,0,0,0
2005-03-08 23:00:00,0,0,0,0,0,0,0,0
2005-03-09 00:00:00,0,0,0,0,0,0,0,0
2005-03-09 01:00:00,0,0,0,0,0,0,0,0
2005-03-09 02:00:00,0,0,0,0,0,0,0,0
2005-03-09 03:00:00,0,0,0,0,0,0,0,0
2005-03-09 04:00:00,0,0,0,0,0,0,0,0
2005-03-09 05:00:00,0,0,0,0,0,0,0,0
2005-03-09 06:00:00,46,29,5,79,8,35,43,182
2005-03-09 07:00:00,200,125,16,340,83,122,205,529
2005-03-09 08:00:00,208,231,18,457,124,237,361,841
2005-03-09 09:00:00,721,207,20,948,583,190,773,1095
2005-03-09 10:00:00,606,299,9,914,556,288,844,1275
2005-03-09 11:00:00,891,193,2,1086,880,191,1071,1369
2005-03-09 12:00:00,1018,134,2,1155,1005,133,1138,1369
2005-03-09 13:00:00,1037,129,11,1177,954,120,1073,1275
2005-03-09 14:00:00,927,165,23,1116,735,137,872,1095
2005-03-09 15:00:00,869,160,32,1061,528,112,640,841
2005-03-09 16:00:00,527,146,24,698,212,97,308,529
2005-03-09 17:00:00,127,46,7,180,24,38,62,182
2005-03-09 18:00:00,0,2,0,2,0,0,0,0
2005-03-09 19:00:00,0,0,0,0,0,0,0,0
2005-03-09 20:00:00,0,0,0,0,0,0,0,0
2005-03-09 21:00:00,0,0,0,0,0,0,0,0
2005-03-09 22:00:00,0,0,0,0,0,0,0,0
2005-03-09 23:00:00,0,0,0,0,0,0,0,0
2005-03-10 00:00:00,0,0,0,0,0,0,0,0
2005-03-10 01:00:00,0,0,0,0,0,0,0,0
2005-03-10 02:00:00,0,0,0,0,0,0,0,0
2005-03-10 03:00:00,0,0,0,0,0,0,0,0
2005-03-10 04:00:00,0,0,0,0,0,0,0,0
2005-03-10 05:00:00,0,0,0,0,0,0,0,0
2005-03-10 06:00:00,4,7,1,12,1,11,12,181
2005-03-10 07:00:00,374,130,20,524,157,100,257,529
2005-03-10 08:00:00,466,235,24,726,287,203,489,841
2005-03-10 09:00:00,879,183,23,1085,696,154,850,1095
2005-03-10 10:00:00,652,284,9,945,600,272,872,1275
2005-03-10 11:00:00,533,340,1,874,526,338,865,1368
2005-03-10 12:00:00,671,285,2,958,664,283,947,1368
2005-03-10 13:00:00,935,172,11,1118,860,161,1021,1275
2005-03-10 14:00:00,592,265,19,875,475,242,716,1095
2005-03-10 15:00:00,209,216,18,442,122,222,344,841
2005-03-10 16:00:00,61,54,7,122,23,61,84,529
2005-03-10 17:00:00,129,47,7,182,24,38,62,181
2005-03-10 18:00:00,0,3,0,3,0,0,0,0
2005-03-10 19:00:00,0,0,0,0,0,0,0,0
2005-03-10 20:00:00,0,0,0,0,0,0,0,0
2005-03-10 21:00:00,0,0,0,0,0,0,0,0
2005-03-10 22:00:00,0,0,0,0,0,0,0,0
2005-03-10 23:00:00,0,0,0,0,0,0,0,0
2005-03-11 00:00:00,0,0,0,0,0,0,0,0
2005-03-11 01:00:00,0,0,0,0,0,0,0,0
2005-03-11 02:00:00,0,0,0,0,0,0,0,0
2005-03-11 03:00:00,0,0,0,0,0,0,0,0
2005-03-11 04:00:00,0,0,0,0,0,0,0,0
2005-03-11 05:00:00,0,1,0,1,0,1,1,0
2005-03-11 06:00:00,225,58,8,291,42,35,77,181
2005-03-11 07:00:00,671,142,27,839,261,81,342,529
2005-03-11 08:00:00,824,173,31,1028,502,123,624,841
2005-03-11 09:00:00,902,175,23,1100,714,146,860,1095
2005-03-11 10:00:00,1017,137,11,1164,937,127,1064,1275
2005-03-11 11:00:00,1051,118,2,1171,1038,117,1155,1368
2005-03-11 12:00:00,1019,133,2,1154,1007,132,1138,1368
2005-03-11 13:00:00,969,159,11,1138,892,148,1039,1275
2005-03-11 14:00:00,831,200,22,1054,658,170,827,1095
2005-03-11 15:00:00,846,167,32,1045,515,117,632,841
2005-03-11 16:00:00,680,141,27,847,264,80,344,529
2005-03-11 17:00:00,234,58,8,300,44,35,79,181
2005-03-11 18:00:00,0,2,0,2,0,1,1,0
2005-03-11 19:00:00,0,0,0,0,0,0,0,0
2005-03-11 20:00:00,0,0,0,0,0,0,0,0
2005-03-11 21:00:00,0,0,0,0,0,0,0,0
2005-03-11 22:00:00,0,0,0,0,0,0,0,0
2005-03-11 23:00:00,0,0,0,0,0,0,0,0
2005-03-12 00:00:00,0,0,0,0,0,0,0,0
2005-03-12 01:00:00,0,0,0,0,0,0,0,0
2005-03-12 02:00:00,0,0,0,0,0,0,0,0
2005-03-12 03:00:00,0,0,0,0,0,0,0,0
2005-03-12 04:00:00,0,0,0,0,0,0,0,0
2005-03-12 05:00:00,0,0,0,0,0,0,0,0
2005-03-12 06:00:00,73,36,5,114,14,37,51,181
2005-03-12 07:00:00,322,142,19,483,131,118,249,529
2005-03-12 08:00:00,722,195,29,946,443,146,588,840
2005-03-12 09:00:00,872,186,23,1080,691,156,846,1095
2005-03-12 10:00:00,935,172,10,1118,862,161,1022,1275
2005-03-12 11:00:00,988,148,2,1138,976,147,1122,1368
2005-03-12 12:00:00,800,233,2,1034,790,231,1021,1368
2005-03-12 13:00:00,738,253,9,1000,679,240,919,1275
2005-03-12 14:00:00,593,272,19,885,471,246,717,1095
2005-03-12 15:00:00,363,239,22,624,224,221,444,840
2005-03-12 16:00:00,533,156,24,713,200,104,303,529
2005-03-12 17:00:00,211,57,8,276,40,36,75,181
2005-03-12 18:00:00,0,0,0,0,0,1,1,0
2005-03-12 19:00:00,0,0,0,0,0,0,0,0
2005-03-12 20:00:00,0,0,0,0,0,0,0,0
2005-03-12 21:00:00,0,0,0,0,0,0,0,0
2005-03-12 22:00:00,0,0,0,0,0,0,0,0
2005-03-12 23:00:00,0,0,0,0,0,0,0,0
2005-03-13 00:00:00,0,0,0,0,0,0,0,0
2005-03-13 01:00:00,0,0,0,0,0,0,0,0
2005-03-13 02:00:00,0,0,0,0,0,0,0,0
2005-03-13 03:00:00,0,0,0,0,0,0,0,0
2005-03-13 04:00:00,0,0,0,0,0,0,0,0
2005-03-13 05:00:00,0,0,0,0,0,0,0,0
2005-03-13 06:00:00,104,42,6,152,19,38,57,181
2005-03-13 07:00:00,98,99,12,209,38,115,152,528
2005-03-13 08:00:00,341,224,21,587,215,216,431,840
2005-03-13 09:00:00,897,177,23,1097,708,148,857,1094
2005-03-13 10:00:00,454,323,8,785,410,316,726,1274
2005-03-13 11:00:00,433,334,1,769,431,335,766,1368
2005-03-13 12:00:00,951,165,2,1118,939,164,1102,1368
2005-03-13 13:00:00,951,165,10,1126,877,154,1030,1274
2005-03-13 14:00:00,823,203,22,1048,650,173,822,1094
2005-03-13 15:00:00,559,206,26,790,351,172,524,840
2005-03-13 16:00:00,129,95,12,236,42,104,146,528
2005-03-13 17:00:00,190,55,8,252,36,36,72,181
2005-03-13 18:00:00,0,0,0,0,0,1,1,0
2005-03-13 19:00:00,0,0,0,0,0,0,0,0
2005-03-13 20:00:00,0,0,0,0,0,0,0,0
2005-03-13 21:00:00,0,0,0,0,0,0,0,0
2005-03-13 22:00:00,0,0,0,0,0,0,0,0
2005-03-13 23:00:00,0,0,0,0,0,0,0,0
2005-03-14 00:00:00,0,0,0,0,0,0,0,0
2005-03-14 01:00:00,0,0,0,0,0,0,0,0
2005-03-14 02:00:00,0,0,0,0,0,0,0,0
2005-03-14 03:00:00,0,0,0,0,0,0,0,0
2005-03-14 04:00:00,0,0,0,0,0,0,0,0
2005-03-14 05:00:00,0,0,0,0,0,0,0,0
2005-03-14 06:00:00,6,10,2,18,1,16,17,181
2005-03-14 07:00:00,12,45,5,62,5,61,67,528
2005-03-14 08:00:00,28,133,9,170,18,160,177,840
2005-03-14 09:00:00,49,247,8,303,39,269,308,1094
2005-03-14 10:00:00,259,364,6,629,243,368,611,1274
2005-03-14 11:00:00,552,336,1,889,545,334,879,1367
2005-03-14 12:00:00,677,286,2,965,668,284,953,1367
2005-03-14 13:00:00,980,153,11,1144,901,143,1044,1274
2005-03-14 14:00:00,966,150,24,1140,766,124,890,1094
2005-03-14 15:00:00,834,169,31,1034,509,119,628,840
2005-03-14 16:00:00,657,143,26,827,255,83,338,528
2005-03-14 17:00:00,218,57,8,283,41,35,76,181
2005-03-14 18:00:00,0,0,0,0,0,1,1,0
2005-03-14 19:00:00,0,0,0,0,0,0,0,0
2005-03-14 20:00:00,0,0,0,0,0,0,0,0
2005-03-14 21:00:00,0,0,0,0,0,0,0,0
2005-03-14 22:00:00,0,0,0,0,0,0,0,0
2005-03-14 23:00:00,0,0,0,0,0,0,0,0
2005-03-15 00:00:00,0,0,0,0,0,0,0,0
2005-03-15 01:00:00,0,0,0,0,0,0,0,0
2005-03-15 02:00:00,0,0,0,0,0,0,0,0
2005-03-15 03:00:00,0,0,0,0,0,0,0,0
2005-03-15 04:00:00,0,0,0,0,0,0,0,0
2005-03-15 05:00:00,0,0,0,0,0,0,0,0
2005-03-15 06:00:00,11,15,3,29,2,23,24,181
2005-03-15 07:00:00,313,141,19,472,120,119,239,528
2005-03-15 08:00:00,184,221,17,422,115,234,349,839
2005-03-15 09:00:00,260,323,14,596,203,323,526,1094
2005-03-15 10:00:00,271,380,6,657,251,382,633,1273
2005-03-15 11:00:00,398,380,1,780,394,379,773,1367
2005-03-15 12:00:00,179,425,1,605,176,426,602,1367
2005-03-15 13:00:00,301,384,7,692,276,382,659,1273
2005-03-15 14:00:00,527,288,19,833,410,266,676,1094
2005-03-15 15:00:00,828,171,31,1030,503,122,625,839
2005-03-15 16:00:00,660,142,27,828,257,82,339,528
2005-03-15 17:00:00,221,57,8,287,42,35,77,181
2005-03-15 18:00:00,0,0,0,0,0,1,1,0
2005-03-15 19:00:00,0,0,0,0,0,0,0,0
2005-03-15 20:00:00,0,0,0,0,0,0,0,0
2005-03-15 21:00:00,0,0,0,0,0,0,0,0
2005-03-15 22:00:00,0,0,0,0,0,0,0,0
2005-03-15 23:00:00,0,0,0,0,0,0,0,0
2005-03-16 00:00:00,0,0,0,0,0,0,0,0
2005-03-16 01:00:00,0,0,0,0,0,0,0,0
2005-03-16 02:00:00,0,0,0,0,0,0,0,0
2005-03-16 03:00:00,0,0,0,0,0,0,0,0
2005-03-16 04:00:00,0,0,0,0,0,0,0,0
2005-03-16 05:00:00,0,0,0,0,0,0,0,0
2005-03-16 06:00:00,29,23,4,56,5,32,37,180
2005-03-16 07:00:00,48,76,9,133,21,96,116,528
2005-03-16 08:00:00,307,237,21,564,190,227,417,839
2005-03-16 09:00:00,446,304,17,767,354,287,641,1093
2005-03-16 10:00:00,362,368,7,737,334,365,699,1273
2005-03-16 11:00:00,525,345,1,871,519,343,862,1366
2005-03-16 12:00:00,762,248,2,1011,753,246,999,1366
2005-03-16 13:00:00,305,371,6,682,283,371,654,1273
2005-03-16 14:00:00,53,252,9,314,42,275,317,1093
2005-03-16 15:00:00,64,176,12,252,40,205,244,839
2005-03-16 16:00:00,98,99,12,209,37,115,152,528
2005-03-16 17:00:00,41,27,4,72,7,34,41,180
2005-03-16 18:00:00,0,0,0,0,0,0,0,0
2005-03-16 19:00:00,0,0,0,0,0,0,0,0
2005-03-16 20:00:00,0,0,0,0,0,0,0,0
2005-03-16 21:00:00,0,0,0,0,0,0,0,0
2005-03-16 22:00:00,0,0,0,0,0,0,0,0
2005-03-16 23:00:00,0,0,0,0,0,0,0,0
2005-03-17 00:00:00,0,0,0,0,0,0,0,0
2005-03-17 01:00:00,0,0,0,0,0,0,0,0
2005-03-17 02:00:00,0,0,0,0,0,0,0,0
2005-03-17 03:00:00,0,0,0,0,0,0,0,0
2005-03-17 04:00:00,0,0,0,0,0,0,0,0
2005-03-17 05:00:00,0,0,0,0,0,0,0,0
2005-03-17 06:00:00,11,14,3,28,2,22,24,180
2005-03-17 07:00:00,54,81,9,144,23,101,124,527
2005-03-17 08:00:00,304,237,21,563,189,228,417,839
2005-03-17 09:00:00,204,318,13,534,158,325,483,1093
2005-03-17 10:00:00,159,385,5,549,147,392,538,1272
2005-03-17 11:00:00,172,424,1,598,170,425,595,1365
2005-03-17 12:00:00,457,359,1,817,450,358,808,1365
2005-03-17 13:00:00,747,248,10,1005,686,236,921,1272
2005-03-17 14:00:00,601,269,19,889,477,242,719,1093
2005-03-17 15:00:00,246,226,19,491,156,228,383,839
2005-03-17 16:00:00,340,141,19,500,121,117,238,527
2005-03-17 17:00:00,134,47,7,188,25,38,63,180
2005-03-17 18:00:00,0,0,0,0,0,0,0,0
2005-03-17 19:00:00,0,0,0,0,0,0,0,0
2005-03-17 20:00:00,0,0,0,0,0,0,0,0
2005-03-17 21:00:00,0,0,0,0,0,0,0,0
2005-03-17 22:00:00,0,0,0,0,0,0,0,0
2005-03-17 23:00:00,0,0,0,0,0,0,0,0
2005-03-18 00:00:00,0,0,0,0,0,0,0,0
2005-03-18 01:00:00,0,0,0,0,0,0,0,0
2005-03-18 02:00:00,0,0,0,0,0,0,0,0
2005-03-18 03:00:00,0,0,0,0,0,0,0,0
2005-03-18 04:00:00,0,0,0,0,0,0,0,0
2005-03-18 05:00:00,0,0,0,0,0,0,0,0
2005-03-18 06:00:00,7,11,2,20,1,18,19,180
2005-03-18 07:00:00,36,71,8,114,15,92,107,527
2005-03-18 08:00:00,99,197,14,311,61,223,284,838
2005-03-18 09:00:00,182,314,12,508,146,326,472,1092
2005-03-18 10:00:00,385,364,7,756,356,359,715,1272
2005-03-18 11:00:00,598,316,1,915,592,314,906,1365
2005-03-18 12:00:00,745,256,1,1002,736,254,991,1365
2005-03-18 13:00:00,756,245,10,1010,695,232,927,1272
2005-03-18 14:00:00,660,253,20,933,524,224,747,1092
2005-03-18 15:00:00,622,217,28,867,380,170,550,838
2005-03-18 16:00:00,547,155,24,725,208,100,308,527
2005-03-18 17:00:00,219,57,8,284,41,35,76,180
2005-03-18 18:00:00,0,0,0,0,0,1,1,0
2005-03-18 19:00:00,0,0,0,0,0,0,0,0
2005-03-18 20:00:00,0,0,0,0,0,0,0,0
2005-03-18 21:00:00,0,0,0,0,0,0,0,0
2005-03-18 22:00:00,0,0,0,0,0,0,0,0
2005-03-18 23:00:00,0,0,0,0,0,0,0,0
2005-03-19 00:00:00,0,0,0,0,0,0,0,0
2005-03-19 01:00:00,0,0,0,0,0,0,0,0
2005-03-19 02:00:00,0,0,0,0,0,0,0,0
2005-03-19 03:00:00,0,0,0,0,0,0,0,0
2005-03-19 04:00:00,0,0,0,0,0,0,0,0
2005-03-19 05:00:00,0,0,0,0,0,0,0,0
2005-03-19 06:00:00,140,48,7,195,26,37,64,180
2005-03-19 07:00:00,596,140,25,762,238,87,325,527
2005-03-19 08:00:00,844,165,32,1040,514,116,630,838
2005-03-19 09:00:00,849,193,22,1064,670,163,833,1091
2005-03-19 10:00:00,686,271,9,966,632,258,890,1271
2005-03-19 11:00:00,821,223,2,1045,812,221,1032,1364
2005-03-19 12:00:00,815,226,2,1043,806,224,1029,1364
2005-03-19 13:00:00,708,260,9,977,654,248,902,1271
2005-03-19 14:00:00,566,279,19,863,449,253,702,1091
2005-03-19 15:00:00,612,219,27,858,366,174,541,838
2005-03-19 16:00:00,686,137,27,850,269,77,346,527
2005-03-19 17:00:00,210,56,8,274,40,35,75,180
2005-03-19 18:00:00,0,0,0,0,0,1,1,0
2005-03-19 19:00:00,0,0,0,0,0,0,0,0
2005-03-19 20:00:00,0,0,0,0,0,0,0,0
2005-03-19 21:00:00,0,0,0,0,0,0,0,0
2005-03-19 22:00:00,0,0,0,0,0,0,0,0
2005-03-19 23:00:00,0,0,0,0,0,0,0,0
2005-03-20 00:00:00,0,0,0,0,0,0,0,0
2005-03-20 01:00:00,0,0,0,0,0,0,0,0
2005-03-20 02:00:00,0,0,0,0,0,0,0,0
2005-03-20 03:00:00,0,0,0,0,0,0,0,0
2005-03-20 04:00:00,0,0,0,0,0,0,0,0
2005-03-20 05:00:00,0,1,0,1,0,1,1,0
2005-03-20 06:00:00,234,58,8,301,44,34,78,179
2005-03-20 07:00:00,672,141,27,840,261,80,341,526
2005-03-20 08:00:00,814,173,31,1019,496,124,619,837
2005-03-20 09:00:00,753,225,21,999,595,194,789,1091
2005-03-20 10:00:00,326,364,7,697,295,361,656,1270
2005-03-20 11:00:00,117,412,1,530,116,413,529,1363
2005-03-20 12:00:00,150,420,1,571,148,421,570,1363
2005-03-20 13:00:00,171,376,6,552,156,380,536,1270
2005-03-20 14:00:00,167,314,12,493,132,327,458,1091
2005-03-20 15:00:00,224,234,19,476,134,237,371,837
2005-03-20 16:00:00,227,125,16,368,96,115,212,526
2005-03-20 17:00:00,7,11,2,20,1,18,19,179
2005-03-20 18:00:00,0,0,0,0,0,0,0,0
2005-03-20 19:00:00,0,0,0,0,0,0,0,0
2005-03-20 20:00:00,0,0,0,0,0,0,0,0
2005-03-20 21:00:00,0,0,0,0,0,0,0,0
2005-03-20 22:00:00,0,0,0,0,0,0,0,0
2005-03-20 23:00:00,0,0,0,0,0,0,0,0
2005-03-21 00:00:00,0,0,0,0,0,0,0,0
2005-03-21 01:00:00,0,0,0,0,0,0,0,0
2005-03-21 02:00:00,0,0,0,0,0,0,0,0
2005-03-21 03:00:00,0,0,0,0,0,0,0,0
2005-03-21 04:00:00,0,0,0,0,0,0,0,0
2005-03-21 05:00:00,0,0,0,0,0,0,0,0
2005-03-21 06:00:00,83,38,6,126,15,37,53,179
2005-03-21 07:00:00,486,151,23,660,191,103,294,526
2005-03-21 08:00:00,316,237,21,574,188,226,415,836
2005-03-21 09:00:00,772,214,21,1007,615,185,800,1090
2005-03-21 10:00:00,643,283,9,935,590,271,862,1269
2005-03-21 11:00:00,392,357,1,750,390,358,748,1362
2005-03-21 12:00:00,762,247,2,1011,753,245,998,1362
2005-03-21 13:00:00,297,367,6,670,277,368,645,1269
2005-03-21 14:00:00,225,292,12,529,184,300,484,1090
2005-03-21 15:00:00,58,170,12,240,36,199,235,836
2005-03-21 16:00:00,82,93,11,186,31,112,143,526
2005-03-21 17:00:00,61,33,5,98,11,36,47,179
2005-03-21 18:00:00,0,0,0,0,0,0,0,0
2005-03-21 19:00:00,0,0,0,0,0,0,0,0
2005-03-21 20:00:00,0,0,0,0,0,0,0,0
2005-03-21 21:00:00,0,0,0,0,0,0,0,0
2005-03-21 22:00:00,0,0,0,0,0,0,0,0
2005-03-21 23:00:00,0,0,0,0,0,0,0,0
2005-03-22 00:00:00,0,0,0,0,0,0,0,0
2005-03-22 01:00:00,0,0,0,0,0,0,0,0
2005-03-22 02:00:00,0,0,0,0,0,0,0,0
2005-03-22 03:00:00,0,0,0,0,0,0,0,0
2005-03-22 04:00:00,0,0,0,0,0,0,0,0
2005-03-22 05:00:00,0,0,0,0,0,0,0,0
2005-03-22 06:00:00,21,20,3,44,4,29,32,179
2005-03-22 07:00:00,81,94,11,186,33,113,146,525
2005-03-22 08:00:00,163,214,16,392,103,229,332,836
2005-03-22 09:00:00,289,319,15,623,230,318,547,1089
2005-03-22 10:00:00,363,369,7,739,333,365,698,1268
2005-03-22 11:00:00,245,414,1,659,242,414,656,1361
2005-03-22 12:00:00,650,294,1,946,642,292,935,1361
2005-03-22 13:00:00,406,358,7,771,374,352,726,1268
2005-03-22 14:00:00,605,268,20,893,474,241,715,1089
2005-03-22 15:00:00,635,205,28,867,393,162,555,836
2005-03-22 16:00:00,632,145,26,803,244,86,330,525
2005-03-22 17:00:00,208,56,8,273,39,35,74,179
2005-03-22 18:00:00,0,0,0,0,0,1,1,0
2005-03-22 19:00:00,0,0,0,0,0,0,0,0
2005-03-22 20:00:00,0,0,0,0,0,0,0,0
2005-03-22 21:00:00,0,0,0,0,0,0,0,0
2005-03-22 22:00:00,0,0,0,0,0,0,0,0
2005-03-22 23:00:00,0,0,0,0,0,0,0,0
2005-03-23 00:00:00,0,0,0,0,0,0,0,0
2005-03-23 01:00:00,0,0,0,0,0,0,0,0
2005-03-23 02:00:00,0,0,0,0,0,0,0,0
2005-03-23 03:00:00,0,0,0,0,0,0,0,0
2005-03-23 04:00:00,0,0,0,0,0,0,0,0
2005-03-23 05:00:00,0,0,0,0,0,0,0,0
2005-03-23 06:00:00,23,21,4,47,4,29,33,179
2005-03-23 07:00:00,207,122,16,344,88,117,206,525
2005-03-23 08:00:00,609,219,27,855,368,173,541,835
2005-03-23 09:00:00,602,265,19,886,477,240,717,1088
2005-03-23 10:00:00,218,387,6,611,201,390,590,1267
